[INFO] 2024-02-21 20:30:08 Portas COM disponíveis:
[INFO] 2024-02-21 20:30:08 COM30
[INFO] 2024-02-21 20:30:08 COM65
[INFO] 2024-02-21 20:30:08 COM31
[INFO] 2024-02-21 20:30:08 COM35
[INFO] 2024-02-21 20:30:12 Serial RX started
[INFO] 2024-02-21 20:30:12 Serial TX started
[INFO] 2024-02-21 20:30:12 TX: b'restart\n'
[INFO] 2024-02-21 20:30:15 Serial RX started
[INFO] 2024-02-21 20:30:15 Serial TX started
[INFO] 2024-02-21 20:30:15 Meas -> TS: 790668	 LC: 50.91	 RS:1104

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896652	 LC: 0.71	 RS:904

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896662	 LC: 0.73	 RS:908

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896672	 LC: 0.75	 RS:888

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896684	 LC: 0.77	 RS:906

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896694	 LC: 0.84	 RS:907

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896706	 LC: 0.74	 RS:908

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896716	 LC: 0.71	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896728	 LC: 0.75	 RS:908

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896738	 LC: 0.75	 RS:909

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896750	 LC: 0.7	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896760	 LC: 0.7	 RS:914

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896770	 LC: 0.71	 RS:904

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896782	 LC: 0.71	 RS:904

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896792	 LC: 0.81	 RS:900

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896804	 LC: 0.76	 RS:903

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896814	 LC: 0.73	 RS:901

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896826	 LC: 0.75	 RS:900

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896836	 LC: 0.71	 RS:899

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896848	 LC: 0.8	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896858	 LC: 0.81	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896868	 LC: 0.75	 RS:907

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896880	 LC: 0.76	 RS:930

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896890	 LC: 0.76	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896902	 LC: 0.7	 RS:908

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896912	 LC: 0.74	 RS:907

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896924	 LC: 0.7	 RS:905

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896934	 LC: 0.71	 RS:962

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896946	 LC: 0.78	 RS:906

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896956	 LC: 0.66	 RS:910

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896966	 LC: 0.57	 RS:909

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896978	 LC: 0.68	 RS:910

[INFO] 2024-02-21 20:32:08 Meas -> TS: 896988	 LC: 0.61	 RS:903

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897000	 LC: 0.66	 RS:906

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897010	 LC: 0.73	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897022	 LC: 0.78	 RS:913

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897032	 LC: 0.75	 RS:902

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897044	 LC: 0.74	 RS:906

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897054	 LC: 0.73	 RS:902

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897064	 LC: 0.71	 RS:946

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897076	 LC: 0.7	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897086	 LC: 0.68	 RS:911

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897098	 LC: 0.63	 RS:907

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897108	 LC: 0.65	 RS:920

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897120	 LC: 0.72	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897130	 LC: 0.78	 RS:905

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897142	 LC: 0.78	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897152	 LC: 0.68	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897162	 LC: 0.68	 RS:910

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897174	 LC: 0.73	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897184	 LC: 0.76	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897196	 LC: 0.73	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897206	 LC: 0.71	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897218	 LC: 0.73	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897228	 LC: 0.71	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897240	 LC: 0.74	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897250	 LC: 0.76	 RS:902

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897260	 LC: 0.77	 RS:908

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897272	 LC: 0.72	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897282	 LC: 0.62	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897294	 LC: 0.64	 RS:915

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897304	 LC: 0.7	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897316	 LC: 0.78	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897326	 LC: 0.75	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897338	 LC: 0.75	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897348	 LC: 0.69	 RS:921

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897358	 LC: 0.71	 RS:932

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897370	 LC: 0.8	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897380	 LC: 0.78	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897392	 LC: 0.77	 RS:942

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897402	 LC: 0.83	 RS:909

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897414	 LC: 0.85	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897424	 LC: 0.74	 RS:934

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897436	 LC: 0.69	 RS:938

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897446	 LC: 0.77	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897456	 LC: 0.76	 RS:911

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897468	 LC: 0.66	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897478	 LC: 0.68	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897490	 LC: 0.67	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897500	 LC: 0.68	 RS:922

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897512	 LC: 0.74	 RS:917

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897522	 LC: 0.81	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897532	 LC: 0.77	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897544	 LC: 0.79	 RS:910

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897554	 LC: 0.83	 RS:913

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897566	 LC: 0.77	 RS:901

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897576	 LC: 0.71	 RS:921

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897588	 LC: 0.73	 RS:904

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897598	 LC: 0.76	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897610	 LC: 0.76	 RS:920

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897620	 LC: 0.79	 RS:913

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897630	 LC: 0.78	 RS:908

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897642	 LC: 0.73	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897652	 LC: 0.79	 RS:910

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897664	 LC: 0.82	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897674	 LC: 0.78	 RS:918

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897686	 LC: 0.73	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897696	 LC: 0.68	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897708	 LC: 0.75	 RS:913

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897718	 LC: 0.76	 RS:925

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897728	 LC: 0.79	 RS:928

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897740	 LC: 0.8	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897750	 LC: 0.71	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897762	 LC: 0.73	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897772	 LC: 0.71	 RS:920

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897784	 LC: 0.71	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897794	 LC: 0.73	 RS:912

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897806	 LC: 0.77	 RS:910

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897816	 LC: 0.76	 RS:923

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897826	 LC: 0.67	 RS:918

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897838	 LC: 0.79	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897848	 LC: 0.82	 RS:914

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897860	 LC: 0.73	 RS:928

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897870	 LC: 0.62	 RS:917

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897882	 LC: 0.58	 RS:918

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897892	 LC: 0.62	 RS:916

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897904	 LC: 0.66	 RS:896

[INFO] 2024-02-21 20:32:09 Meas -> TS: 897914	 LC: 0.74	 RS:917

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897924	 LC: 0.82	 RS:916

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897936	 LC: 0.8	 RS:917

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897946	 LC: 0.8	 RS:910

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897958	 LC: 0.83	 RS:908

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897968	 LC: 0.78	 RS:906

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897980	 LC: 0.74	 RS:914

[INFO] 2024-02-21 20:32:10 Meas -> TS: 897990	 LC: 0.7	 RS:916

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898002	 LC: 0.66	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898012	 LC: 0.68	 RS:905

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898022	 LC: 0.63	 RS:908

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898034	 LC: 0.81	 RS:907

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898044	 LC: 0.82	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898056	 LC: 0.8	 RS:914

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898066	 LC: 0.78	 RS:898

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898078	 LC: 0.79	 RS:906

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898088	 LC: 0.82	 RS:918

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898100	 LC: 0.85	 RS:908

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898110	 LC: 0.87	 RS:907

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898120	 LC: 0.83	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898132	 LC: 0.86	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898142	 LC: 0.8	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898154	 LC: 0.77	 RS:899

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898164	 LC: 0.85	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898176	 LC: 0.79	 RS:900

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898186	 LC: 0.67	 RS:906

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898198	 LC: 0.77	 RS:904

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898208	 LC: 0.82	 RS:886

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898218	 LC: 0.72	 RS:909

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898230	 LC: 0.74	 RS:915

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898240	 LC: 0.75	 RS:909

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898252	 LC: 0.78	 RS:909

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898262	 LC: 0.84	 RS:910

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898274	 LC: 0.85	 RS:912

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898284	 LC: 0.87	 RS:914

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898296	 LC: 0.78	 RS:916

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898306	 LC: 0.74	 RS:921

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898316	 LC: 0.72	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898328	 LC: 0.83	 RS:918

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898338	 LC: 0.93	 RS:917

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898350	 LC: 0.82	 RS:918

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898360	 LC: 0.74	 RS:916

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898372	 LC: 0.8	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898382	 LC: 0.86	 RS:922

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898394	 LC: 0.75	 RS:916

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898404	 LC: 0.7	 RS:922

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898414	 LC: 0.75	 RS:928

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898426	 LC: 0.78	 RS:940

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898436	 LC: 0.83	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898448	 LC: 0.8	 RS:918

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898458	 LC: 0.81	 RS:922

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898470	 LC: 0.77	 RS:925

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898480	 LC: 0.73	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898492	 LC: 0.79	 RS:946

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898502	 LC: 0.8	 RS:926

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898512	 LC: 0.84	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898524	 LC: 0.84	 RS:921

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898534	 LC: 0.81	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898546	 LC: 0.75	 RS:933

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898556	 LC: 0.75	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898568	 LC: 0.76	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898578	 LC: 0.82	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898590	 LC: 0.81	 RS:920

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898600	 LC: 0.79	 RS:944

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898610	 LC: 0.75	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898622	 LC: 0.77	 RS:921

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898632	 LC: 0.77	 RS:928

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898644	 LC: 0.78	 RS:919

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898654	 LC: 0.81	 RS:925

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898666	 LC: 0.84	 RS:944

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898676	 LC: 0.84	 RS:924

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898688	 LC: 0.8	 RS:930

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898698	 LC: 0.82	 RS:928

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898708	 LC: 0.86	 RS:926

[INFO] 2024-02-21 20:32:10 Meas -> TS: 898720	 LC: 0.89	 RS:899

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898730	 LC: 0.82	 RS:928

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898742	 LC: 0.79	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898752	 LC: 0.8	 RS:928

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898764	 LC: 0.75	 RS:922

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898774	 LC: 0.74	 RS:920

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898786	 LC: 0.84	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898796	 LC: 0.82	 RS:922

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898806	 LC: 0.72	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898818	 LC: 0.76	 RS:930

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898828	 LC: 0.8	 RS:925

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898840	 LC: 0.76	 RS:933

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898850	 LC: 0.79	 RS:928

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898862	 LC: 0.82	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898872	 LC: 0.8	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898884	 LC: 0.76	 RS:931

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898894	 LC: 0.74	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898904	 LC: 0.74	 RS:929

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898916	 LC: 0.85	 RS:932

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898926	 LC: 0.87	 RS:942

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898938	 LC: 0.83	 RS:937

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898948	 LC: 0.85	 RS:937

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898960	 LC: 0.87	 RS:928

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898970	 LC: 0.84	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898982	 LC: 0.85	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 898992	 LC: 0.85	 RS:956

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899002	 LC: 0.82	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899014	 LC: 0.8	 RS:942

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899024	 LC: 0.87	 RS:935

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899036	 LC: 0.84	 RS:943

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899046	 LC: 0.77	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899058	 LC: 0.73	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899068	 LC: 0.8	 RS:954

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899080	 LC: 0.78	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899090	 LC: 0.77	 RS:947

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899100	 LC: 0.81	 RS:942

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899112	 LC: 0.88	 RS:946

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899122	 LC: 0.87	 RS:949

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899134	 LC: 0.87	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899144	 LC: 0.83	 RS:948

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899156	 LC: 0.78	 RS:948

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899166	 LC: 0.88	 RS:947

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899178	 LC: 0.9	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899188	 LC: 0.85	 RS:943

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899198	 LC: 0.89	 RS:950

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899210	 LC: 0.86	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899220	 LC: 0.85	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899232	 LC: 0.89	 RS:935

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899242	 LC: 0.87	 RS:939

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899254	 LC: 0.9	 RS:931

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899264	 LC: 0.84	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899276	 LC: 0.73	 RS:933

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899286	 LC: 0.77	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899296	 LC: 0.88	 RS:973

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899308	 LC: 0.99	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899318	 LC: 0.93	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899330	 LC: 0.88	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899340	 LC: 0.82	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899352	 LC: 0.87	 RS:947

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899362	 LC: 0.84	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899374	 LC: 0.73	 RS:962

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899384	 LC: 0.88	 RS:935

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899396	 LC: 0.98	 RS:938

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899406	 LC: 0.85	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899416	 LC: 0.83	 RS:930

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899428	 LC: 0.85	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899438	 LC: 0.91	 RS:945

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899450	 LC: 0.9	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899460	 LC: 0.9	 RS:932

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899472	 LC: 0.85	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899482	 LC: 0.83	 RS:936

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899492	 LC: 0.85	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899504	 LC: 0.86	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899514	 LC: 0.83	 RS:946

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899526	 LC: 0.85	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899536	 LC: 0.93	 RS:951

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899548	 LC: 0.86	 RS:935

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899558	 LC: 0.77	 RS:938

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899570	 LC: 0.73	 RS:934

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899580	 LC: 0.75	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899590	 LC: 0.85	 RS:948

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899602	 LC: 0.88	 RS:945

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899612	 LC: 0.79	 RS:938

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899624	 LC: 0.76	 RS:930

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899634	 LC: 0.82	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899646	 LC: 0.83	 RS:944

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899656	 LC: 0.8	 RS:952

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899668	 LC: 0.75	 RS:939

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899678	 LC: 0.77	 RS:948

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899688	 LC: 0.89	 RS:966

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899700	 LC: 0.86	 RS:945

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899710	 LC: 0.9	 RS:950

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899722	 LC: 0.88	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899732	 LC: 0.84	 RS:941

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899744	 LC: 0.84	 RS:946

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899754	 LC: 0.84	 RS:928

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899766	 LC: 0.86	 RS:940

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899776	 LC: 0.79	 RS:942

[INFO] 2024-02-21 20:32:11 Meas -> TS: 899786	 LC: 0.83	 RS:946

[INFO] 2024-02-21 20:32:12 Meas -> TS: 899798	 LC: 0.89	 RS:948

[INFO] 2024-02-21 20:32:12 Meas -> TS: 899808	 LC: 0.87	 RS:940

